             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         4.9861       248.6600         0.0462       -49.8662        -8.6823      -110.8411       -56.4632       -68.5487       -90.1231        -6.1294       -54.9337
         4.9892       248.5000         0.0600        90.3745       104.5504         1.6442        65.5230        82.0303       -10.3919       119.3746        63.6710
         4.9932       248.3100         0.0151        24.5585        -0.6555       -12.3592         3.8479         3.6505        35.2867       -31.3860         2.5171
         4.9970       248.1200         0.0039         4.2157        -4.4381        14.7061         4.8279        -3.2752        18.5599         3.2745         6.1864
         4.9985       248.0400         0.0436       -96.1150       -34.4374         9.6931       -40.2864        12.4468       -88.2938       -40.4176       -38.7549
         5.0054       247.7000         0.0537        -0.3178         7.4089       132.6073        46.5661        63.5237        78.1399         4.1905        48.6180
         5.0080       247.5700         0.0714        14.7346        -8.3711        -0.6093         1.9181        -2.5167        15.9383       -10.4394         0.9941
         5.0216       246.9000         0.0290       -28.8231        18.3676       -33.8835       -14.7797         4.2958       -31.0572       -18.8692       -15.2102
         5.0254       246.7100         0.0052        -9.4586        -6.2655         1.1143        -4.8699         1.3125        -4.0116       -10.1646        -4.2879
         5.0286       246.5600         0.0078        -5.9304         0.3078        -0.1811        -1.9346        -5.4508         3.9373        -4.0356        -1.8497
         5.0355       246.2200         0.0581       -33.1479         6.4628        40.1312         4.4820        55.2661       -31.2572        -8.0558         5.3177
         5.0427       245.8700         0.0238        16.4091       -41.6921        28.6445         1.1205        -6.7768        40.7977       -31.4721         0.8496
         5.0494       245.5400         0.0140        -5.0421       -11.1654       -13.1340        -9.7805        -4.1246       -17.1914        -5.1170        -8.8110
         5.0510       245.4600         0.0045       -29.8049       -14.0478         1.5465       -14.1021        -8.5922       -19.7866        -9.7701       -12.7163
         5.0568       245.1800         0.0101        55.7275         0.5684         3.4486        19.9148        -5.4592        39.4056        24.5197        19.4887
         5.0645       244.8100         0.0051        14.5435         0.3389         7.8013         7.5612        -0.3560         9.6474        10.0746         6.4553
         5.0674       244.6700         0.0854      -100.6144         0.3166         5.9324       -31.4551        -3.7708       -12.5566       -71.5753       -29.3009
         5.0694       244.5700         0.0144        -0.0301         8.4969        31.9452        13.4707       -10.4151        28.9254        23.3083        13.9395
         5.0777       244.1700         0.0404       -78.7910        10.5760         0.1345       -22.6935        26.6619       -51.1631       -39.2829       -21.2613
         5.0825       243.9400         0.0367        -4.0074         4.4644        70.8596        23.7722        39.2952        47.0099       -15.6991        23.5353
         5.0843       243.8600         0.0115        -8.6834        11.0132        22.9418         8.4238        29.4473        -6.8671         5.8734         9.4846
         5.0968       243.2600         0.0162        17.3051         5.5125        -3.2370         6.5268       -27.5352        26.9193        19.6030         6.3290
         5.0977       243.2100         0.0350       -72.2244       -11.9001       -26.9472       -37.0239        15.8986      -107.5499        -3.7145       -31.7886
         5.0993       243.1400         0.0038         4.6004        -0.7098        -3.2923         0.1994        -0.9988        -2.7891         7.9273         1.3798
         5.1041       242.9100         0.1638       -70.0262        87.3279         0.0746         5.7921        77.7273      -104.1783        47.0476         6.8655
         5.1094       242.6600         0.0126       -15.9896         8.2305       -40.5778       -16.1123       -24.1296       -11.1807       -19.0253       -18.1119
         5.1130       242.4900         0.0082        -1.6195        29.9608        -5.1746         7.7222        11.7081         0.5845         9.7493         7.3473
         5.1178       242.2600         0.0388        94.9110        32.0976       -20.0184        35.6634        -0.1537        17.9280        83.4725        33.7490
         5.1260       241.8700         0.0374        39.4971        43.4670        -5.8255        25.7129       -26.3918        23.2430        76.6188        24.4900
         5.1310       241.6400         0.0153        -7.5984        -7.3709        -2.5218        -5.8304       -10.6685       -12.6482         0.3504        -7.6554
         5.1319       241.6000         0.0295        46.5462         4.8093       -16.1993        11.7187       -21.0564        -0.8117        53.8129        10.6483
         5.1377       241.3200         0.0791       -96.3887       -48.0758      -125.7087       -90.0578       -87.3284      -111.2823       -64.2928       -87.6345
         5.1439       241.0300         0.0398        19.8730         2.0681        11.1353        11.0255        38.5406        11.2112       -17.9252        10.6089
