             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         3.9938       310.4400         0.0113        -1.8108        10.5371       129.4444        46.0569       116.2076        63.1073       -25.6989        51.2053
         3.9968       310.2100         0.0248         6.3233         1.0351      -117.2440       -36.6285      -217.0204        84.3821         8.6816       -41.3189
         3.9995       310.0000         0.0091        10.2484        13.1155       -51.5056        -9.3806       -62.3544         7.3439        19.0420       -11.9895
         4.0021       309.8000         0.0155         0.6852        84.8786        15.7721        33.7787       170.5201       -13.8464       -50.9118        35.2539
         4.0049       309.5800         0.0149        19.9155       -59.2132         9.7990        -9.8329       -10.6064         8.6631       -31.2336       -11.0590
         4.0094       309.2300         0.0169         9.9841        -3.1624        13.1706         6.6641       -87.2918        22.2582        85.1058         6.6907
         4.0149       308.8100         0.0145       -14.5148        47.4704       -17.3129         5.2142       -26.4035       -18.3182        66.0644         7.1142
         4.0205       308.3800         0.0403        18.2696       192.4427       242.0746       150.9290       520.7200       -33.2048        10.2623       165.9259
         4.0224       308.2400         0.0135        -0.4340       -68.5291        16.0548       -17.6361       -20.6406        -8.9426       -28.4751       -19.3528
         4.0277       307.8300         0.0009        -0.7505       -30.8304         6.9988        -8.1940       -16.4816        -6.7525        -3.2492        -8.8278
         4.0286       307.7600         0.0025         0.9204        15.3339        -8.8023         2.4840         8.7606        -0.4762         3.0116         3.7653
         4.0342       307.3300         0.0533        20.2070      -322.0445       135.6632       -55.3914      -197.3877       -53.0339        76.5462       -57.9585
         4.0352       307.2600         0.0223        -5.3538         2.5061        38.7571        11.9698        16.9210       -10.2491        32.5912        13.0877
         4.0408       306.8300         0.0200       -17.3206        21.8608       -48.7838       -14.7479        10.1711       -52.8874        -6.0477       -16.2547
         4.0494       306.1800         0.0169         5.3774       -64.1865        10.2034       -16.2019        -2.2565        -3.3787       -42.1754       -15.9368
         4.0522       305.9700         0.0104         1.4373       -21.3456        37.6171         5.9029       -11.1644        36.8197        -5.3750         6.7601
         4.0590       305.4600         0.0194         9.9788      -114.8651         6.6776       -32.7363      -134.8761        18.9761        10.2123       -35.2292
         4.0592       305.4400         0.0107       -37.3990        -2.0919         0.5431       -12.9826        14.0731       -15.4538       -37.3079       -12.8962
         4.0664       304.9000         0.0154       -17.6872        49.8317        27.5679        19.9041        66.9661         5.0054        -7.8974        21.3580
         4.0684       304.7500         0.0352        37.5678        -3.5782        17.9756        17.3218        25.4719        10.1150        17.0358        17.5409
         4.0746       304.2900         0.0129        -5.9762        90.2526        -5.6052        26.2237        78.9348        -1.1846        10.4662        29.4055
         4.0750       304.2500         0.0216       -62.4365        -5.6777       154.5314        28.8057       139.8450        -3.3321       -36.7226        33.2634
         4.0823       303.7100         0.0006         2.3251         0.2309        -3.5609        -0.3350       -18.9558        16.2434         1.3243        -0.4627
         4.0865       303.4000         0.0050       -13.5420       -58.2586        -2.9236       -24.9081       -62.8466        -3.7045        -7.8954       -24.8155
         4.0901       303.1300         0.0116        10.4055         2.7013        -4.5964         2.8368         1.0713         5.3512        -1.7768         1.5486
         4.0946       302.8000         0.0194        58.2467       -28.0357         1.1781        10.4630       -24.5396        32.8491        12.6903         6.9999
         4.0955       302.7300         0.0252       -78.4629       -49.6884        32.4742       -31.8924        -2.2745       -58.9518       -33.6187       -31.6150
         4.0985       302.5100         0.0339       -17.6193       -29.9190        -2.1190       -16.5524      -148.5543        62.7809        34.2558       -17.1726
         4.1014       302.3000         0.0205        -8.8441       -51.6783       -28.2955       -29.6060      -130.7697         3.3512        33.8258       -31.1976
         4.1054       302.0000         0.0227       -33.2276        14.9287        31.6945         4.4652        31.5516       -26.1088         8.4829         4.6419
         4.1083       301.7900         0.0221         1.2152        32.2991       115.3638        49.6260       176.7028       -32.0320        17.1900        53.9536
         4.1126       301.4700         0.0116        18.1660         5.7784         6.8058        10.2500       -14.3586        27.4360        18.5455        10.5410
         4.1181       301.0700         0.0044        -0.3833       -57.5350         6.9012       -17.0057        -7.9248         3.2141       -35.3465       -13.3524
         4.1203       300.9100         0.0235        79.3274        18.4501         3.0236        33.6004        32.0281        35.6490        32.9604        33.5458
         4.1237       300.6600         0.0438        42.7605        45.5208        29.1021        39.1278        82.1138        14.4883        19.0167        38.5396
         4.1264       300.4700         0.0112         8.3222       -17.6938       -13.6222        -7.6646       -88.6549        51.9936        15.0025        -7.2196
         4.1273       300.4000         0.0053        -1.9323        19.2291        -3.4791         4.6059       -44.9550        57.6395        -2.4076         3.4256
         4.1346       299.8700         0.0078        21.7943        11.6057        23.7201        19.0400        56.5001       -11.7570        17.9725        20.9052
         4.1358       299.7800         0.0181        21.9837       -42.5766        41.3732         6.9268        21.0903       -16.0704        14.5402         6.5200
         4.1408       299.4200         0.0148       -20.2019        50.3666       101.5224        43.8957       146.3599       -18.7506         9.2874        45.6322
         4.1426       299.2900         0.0065         1.6090       -44.7309        49.3387         2.0723         0.4162        24.3812       -14.4571         3.4468
         4.1460       299.0500         0.0258        14.9276       -66.3509       124.7154        24.4307        44.4447        73.3829       -35.7944        27.3444
         4.1510       298.6800         0.0029        19.2112        37.9617        -9.5651        15.8692         6.7323        25.2558        17.0912        16.3598
         4.1555       298.3600         0.0133       -38.5720       -24.5434       117.9367        18.2738        92.6495        -8.5201       -10.9460        24.3945
         4.1591       298.1000         0.0121        -0.8497       -51.2536        55.4663         1.1210       -25.5006         6.4271        26.0295         2.3187
         4.1648       297.7000         0.0011        14.4057        -0.4086         2.3460         5.4477         0.7646         6.4866         6.3356         4.5289
         4.1653       297.6600         0.0224        21.2579        34.0189        -2.4552        17.6072        37.1545        18.9960        -0.8189        18.4439
         4.1705       297.2900         0.0268       -61.9606       101.0480        -3.2715        11.9386        85.0304       -31.7945        -2.1907        17.0150
         4.1733       297.0900         0.0175        42.4888         7.0048       -35.1427         4.7836        18.0018       -35.8613        28.8429         3.6611
         4.1757       296.9200         0.0144       -60.0019       -15.1394       -27.1756       -34.1057       -40.2850       -24.2143       -40.4115       -34.9703
         4.1784       296.7300         0.0120        21.0164        13.5470        -3.4197        10.3812         0.7726        11.0340        14.1002         8.6356
         4.1845       296.3000         0.0075         3.2217       -11.4474        24.9950         5.5898         4.2085        23.5844       -10.6396         5.7178
         4.1857       296.2100         0.0105       -25.1229        18.0527        -0.9186        -2.6629        15.7469        -7.9508       -10.5820        -0.9286
         4.1889       295.9900         0.0264        -0.2162       132.0523        14.9313        48.9224       174.7473         0.3769       -14.1212        53.6677
         4.1928       295.7100         0.0266       -18.7376        10.4105        27.3875         6.3535        25.6194       -17.3759        15.4827         7.9087
         4.1950       295.5500         0.0099        -2.8753        36.9718         6.9882        13.6949        57.5394         0.1087       -15.5946        14.0178
         4.1978       295.3600         0.0077         3.2927      -130.1807         3.1214       -41.2555       -70.4625         4.6443       -62.4905       -42.7696
         4.1995       295.2400         0.0243       -10.7274       -76.7800       -20.6346       -36.0473       -60.0094       -46.9757        -7.6482       -38.2111
         4.2042       294.9100         0.0122        11.2522        -5.8463        24.2686         9.8915        -4.5549        23.3423         9.5619         9.4498
         4.2065       294.7400         0.0173        -8.1343       -23.7332       -51.8011       -27.8895        28.0739      -106.1015       -10.1922       -29.4066
         4.2112       294.4100         0.0279       139.8725       -70.9211       -30.9126        12.6796       -88.9786        62.5500        53.7519         9.1078
         4.2121       294.3500         0.0077        -0.3299        -2.0043       -11.5019        -4.6120        47.8939       -36.6491       -26.7257        -5.1603
         4.2180       293.9400         0.0434        25.8481       -94.5226       -44.1889       -37.6211      -171.5038        40.2198        11.7318       -39.8507
         4.2195       293.8300         0.0335        30.5222        97.7296         3.9744        44.0754        35.9762       -20.9607       124.9472        46.6542
         4.2244       293.5000         0.0378        -3.8824         1.3771       -15.7523        -6.0859       -12.4767       -17.2668        10.6863        -6.3524
         4.2262       293.3700         0.0330         6.1511       101.5309       -47.3187        20.1211       -42.3381       -14.6780       121.9675        21.6505
         4.2294       293.1500         0.0136         3.3862       129.7676       -34.4744        32.8932       162.1048       -47.0400        -0.5641        38.1669
         4.2322       292.9600         0.0326       -43.7748         4.5705       -56.7451       -31.9832        -9.5325       -31.0612       -56.1106       -32.2347
         4.2336       292.8500         0.0304       -51.2764        36.1329       -15.6167       -10.2534        55.5934       -20.6175       -56.9781        -7.3341
         4.2395       292.4500         0.0323       -42.4352        46.9836        80.5282        28.3588        75.0702        49.2952       -32.0210        30.7815
         4.2418       292.2900         0.0095         2.5336       -61.7536      -123.3525       -60.8575      -150.1707       -31.3583        -8.4150       -63.3147
         4.2428       292.2200         0.0115         8.6126       -11.5880        13.2214         3.4153        -0.1941        15.8470        -9.8599         1.9310
         4.2466       291.9600         0.0180        -5.5585       -85.6415        -2.7914       -31.3305       -94.0623        -0.2951        -0.8575       -31.7383
         4.2512       291.6400         0.0023         4.6052       -44.1843         0.2653       -13.1046       -16.5369        -0.2522       -25.6611       -14.1500
         4.2539       291.4600         0.0020         2.9660         7.3124        -8.0626         0.7386        -2.9960         4.5464         1.8253         1.1252
         4.2550       291.3800         0.0118       -43.7237        42.3176       -11.9584        -4.4548        24.6327       -28.7849        -5.5941        -3.2488
         4.2574       291.2200         0.0110         0.5412       -27.5221        -1.4705        -9.4838         0.4837         3.6656       -34.3878       -10.0795
         4.2644       290.7400         0.0240       -50.4542       -35.6896        10.1823       -25.3205        -4.8900       -24.0093       -42.2642       -23.7211
         4.2661       290.6300         0.0196        -3.7806        -8.3054        47.1688        11.6943        60.8650       -29.9349         7.1272        12.6858
         4.2674       290.5400         0.0238        49.9923       167.0212       -16.8797        66.7113        89.0014        33.0390        83.1286        68.3897
         4.2688       290.4400         0.0060       -12.6277         1.0061        -2.2186        -4.6134       -43.6478        10.7405        18.8384        -4.6896
         4.2716       290.2500         0.0048         3.6160       -10.7922        17.9610         3.5949        -8.6815        23.2889        -6.3082         2.7664
         4.2756       289.9800         0.0461        68.7586         7.8660        22.5146        33.0464        61.4467         0.1903        36.3101        32.6490
         4.2817       289.5700         0.0024         4.3422         9.6325        -7.9839         1.9970        -5.4463         0.0838        14.3340         2.9905
         4.2854       289.3200         0.0103        29.0467        10.4503        55.0323        31.5098        44.8102        40.9270        10.4728        32.0700
         4.2893       289.0500         0.0013         0.1050        -2.3581         6.4698         1.4056        18.4545       -18.7230         4.9184         1.5500
         4.2909       288.9500         0.0349        -9.5474        91.9640       -55.3245         9.0307        30.5891       -32.2864        27.7495         8.6841
         4.2933       288.7900         0.0169        -9.4141        -9.8890         4.1499        -5.0511         9.2161        -4.8497       -19.9268        -5.1868
         4.2950       288.6700         0.0215        28.3213        55.2261       177.6257        87.0577       268.1007       -41.8239        45.2800        90.5189
         4.2978       288.4800         0.0126         6.6730       -16.8409      -109.2811       -39.8163       -80.9827       -29.5039       -17.8295       -42.7720
         4.3022       288.1900         0.0051        -5.6560       -20.4770        -3.5817        -9.9049       -23.8549        -3.6046        -0.4260        -9.2951
         4.3066       287.8900         0.0024        -2.4372        32.1625        50.7187        26.8147        56.5410        19.0738        14.4723        30.0290
         4.3103       287.6400         0.0022        -0.6658         1.9707        -8.1198        -2.2716       -15.2495        -3.7534        13.2186        -1.9281
         4.3147       287.3500         0.0179        -5.4581        21.3031        26.9810        14.2753        36.7376        -1.8283        10.3863        15.0985
         4.3154       287.3000         0.0131        28.5257       -31.4135        23.2696         6.7940         3.8210         6.4020         6.3628         5.5286
         4.3188       287.0800         0.0060        19.2397        -6.7792        18.7349        10.3985        10.9824        16.3853         4.8751        10.7476
         4.3212       286.9200         0.0256       -72.0268         7.0711        -0.3134       -21.7564        20.2014       -33.0815       -46.2008       -19.6936
         4.3242       286.7200         0.0103       -25.4820        19.9761        -5.1508        -3.5522        31.6575        -4.4904       -33.9058        -2.2462
         4.3273       286.5200         0.0057        -1.2844        37.6024         2.9075        13.0752        48.3639         2.0834       -11.8655        12.8606
         4.3279       286.4700         0.0155       -36.8681       -78.8333        37.3655       -26.1120       -18.9336       -31.8610       -27.7278       -26.1741
         4.3307       286.2900         0.0147       -15.3754       -36.1839        50.0925        -0.4889        -8.8634        34.6895       -24.8244         0.3339
         4.3330       286.1400         0.0235       -12.3341       -93.8420        34.5261       -23.8833        26.2169       -69.7263       -27.0212       -23.5102
         4.3357       285.9600         0.0422       -33.8465        53.3283       -55.8457       -12.1213        57.3799       -46.9547       -36.9415        -8.8388
         4.3399       285.6800         0.0116        -8.2681        22.8992        -5.5680         3.0210        -0.5486         9.4496         6.6502         5.1837
         4.3421       285.5400         0.0177         5.0639       -60.3450       -31.6971       -28.9927       -59.7355       -46.3616         6.6724       -33.1416
         4.3445       285.3800         0.0192         9.1216        -4.8696       -27.8073        -7.8518        43.9093       -52.5918       -19.7508        -9.4778
         4.3466       285.2400         0.0230        48.6951       100.9979        19.2626        56.3185        87.5120        28.6545        53.6165        56.5943
         4.3486       285.1100         0.0258        11.1458        15.7599       -35.0969        -2.7304       -17.7986        -6.4290        16.8678        -2.4533
         4.3519       284.9000         0.0106        -1.7605        86.3696        -5.8950        26.2380        83.6276        -4.4283         3.2520        27.4837
         4.3529       284.8300         0.0044        28.9376         2.0875        18.0933        16.3728         5.6754        23.2609        16.8997        15.2787
         4.3593       284.4200         0.0010        24.5729         0.3535        -0.0991         8.2758         3.1625        11.0423         9.8520         8.0189
         4.3608       284.3200         0.0024         8.9759       -11.3240        14.0513         3.9011        13.8618        -0.9957        -1.4371         3.8097
         4.3632       284.1600         0.0035        -4.2340         3.6932       -24.3206        -8.2871       -22.3384        -2.9704         2.6349        -7.5580
         4.3659       283.9800         0.0044        18.7990       -19.5394        50.9911        16.7502       -19.5270        44.2131        18.8253        14.5038
         4.3675       283.8800         0.0411      -148.8007        52.4466        43.2903       -17.6879        97.0574       -51.2998       -83.9726       -12.7383
         4.3703       283.7000         0.0175        42.6747       -27.4355        -0.3920         4.9491       -18.2420        15.6180        13.1988         3.5249
         4.3726       283.5500         0.0016        -5.5296        -9.1102         8.3839        -2.0853        -8.6260       -11.9539        12.4189        -2.7204
         4.3753       283.3800         0.0066        -2.1981       -26.4452        48.2736         6.5434        17.7207        30.8794       -22.0887         8.8371
         4.3793       283.1200         0.0446        -8.8799       -38.6071         1.5614       -15.3085       -20.0424         5.3727       -34.1919       -16.2872
         4.3806       283.0300         0.0313         8.6711         6.1298       -41.2497        -8.8163       -25.8565       -23.8265        19.6337       -10.0164
         4.3832       282.8600         0.1087       -93.7262        11.0369       162.1007        26.4705       117.5642        44.6782       -64.8322        32.4701
         4.3848       282.7600         0.0369      -100.2252        11.9732       -55.4937       -47.9153        -8.1356       -89.2944       -44.1762       -47.2021
         4.3852       282.7300         0.0138        45.3603        -4.1836        53.3935        31.5234        47.0631        55.1962        -8.8470        31.1374
         4.3893       282.4700         0.0275        21.9756       -11.1790        28.1649        12.9871        57.4380       -10.9554        -7.6941        12.9295
         4.3948       282.1200         0.0045        12.0658        11.5547       -45.9341        -7.4378       -30.5926        -1.6907        13.1028        -6.3935
         4.3975       281.9400         0.0097        -4.1464       -48.8001        26.2879        -8.8862        15.5462        15.5273       -60.6764        -9.8677
         4.3992       281.8400         0.0284         8.2367       -17.7621       -91.7503       -33.7586       -33.9216       -93.1300        22.1071       -34.9815
         4.4027       281.6100         0.0114       -45.1876       -28.4505        -5.2546       -26.2976       -55.0538       -19.5164        -1.4546       -25.3416
         4.4046       281.4900         0.0112        -2.4766       -15.9556       106.9681        29.5120        42.2636        51.2001        -1.0280        30.8119
         4.4061       281.3900         0.0263       -54.8736         7.4508        36.2524        -3.7235        34.1677       -41.9108        -0.4628        -2.7353
         4.4091       281.2000         0.0219        36.9388        -2.5687         0.0368        11.4690        -1.2358        23.0633         9.1022        10.3099
         4.4098       281.1600         0.0069        33.0778        11.7277         1.2791        15.3615        12.1620        12.2020        34.2115        19.5252
         4.4138       280.9000         0.0063        74.1140        32.8946         0.2155        35.7414        18.1087        31.6418        48.8507        32.8671
         4.4147       280.8500         0.0166        -3.1127         4.3405       -18.6370        -5.8031        81.8906       -76.6798       -23.4346        -6.0746
         4.4183       280.6100         0.0167       -14.8372        20.5935        15.3980         7.0514         5.7122         7.5918        17.7161        10.3400
         4.4215       280.4100         0.0013        -0.1814       -16.4505        -3.8410        -6.8243        -8.7141       -12.6994         1.1602        -6.7511
         4.4218       280.3900         0.0084       -16.5381        19.8654       -18.2063        -4.9597        16.5023       -25.9359        -1.6317        -3.6884
         4.4253       280.1700         0.0094        -4.4846       -95.9675        25.4313       -25.0069       -89.9438        21.1042        -3.4629       -24.1008
         4.4295       279.9000         0.0158       -46.9194        -4.6719       -19.5699       -23.7204       -27.4078       -22.8304       -19.9261       -23.3881
         4.4314       279.7800         0.0270         8.4778       -60.0714       -50.0298       -33.8744      -130.0710       -19.6002        40.2525       -36.4729
         4.4330       279.6900         0.0276       138.1996        -8.5944        12.2582        47.2878        18.8882        50.8284        71.5111        47.0759
         4.4386       279.3300         0.0448       -39.0167       -50.9466        -0.9527       -30.3054       -54.0267        -6.9932       -29.0252       -30.0150
         4.4406       279.2100         0.0034        13.2334       -12.5131         4.1139         1.6114        -9.2890        12.5534        -3.6096        -0.1151
         4.4418       279.1300         0.0156       -21.7949         2.6611        -0.2743        -6.4694       -28.4212        31.2718       -20.7790        -5.9762
         4.4427       279.0700         0.0197        35.4863        40.0140        14.9323        30.1442         5.2031        69.4542        16.7799        30.4791
         4.4453       278.9100         0.0278        43.9154         7.0318       -62.2120        -3.7549       -68.6820         0.2328        47.5444        -6.9683
         4.4470       278.8000         0.0305         9.0026        81.0550       -12.0478        26.0033        47.4538       -22.5341        54.3313        26.4170
         4.4513       278.5300         0.0115       -12.1418      -109.6556         4.7284       -39.0230       -57.1288       -12.2203       -54.0434       -41.1308
         4.4527       278.4400         0.0152       -60.2532         7.7768        -0.5667       -17.6810        15.2238        -7.9214       -51.7382       -14.8119
         4.4535       278.4000         0.0068        23.1613        24.2143         7.9584        18.4447        24.4691        11.5795        18.7672        18.2720
         4.4574       278.1600         0.0022        -4.9073        37.7279         3.5346        12.1184        18.0866        -2.4844        19.0479        11.5500
         4.4625       277.8400         0.0018        14.7254         6.0017         4.8812         8.5361        11.6129         8.5080         5.2474         8.4561
         4.4630       277.8100         0.0225         1.3786        22.4814        -1.3907         7.4897         4.9193        -2.3256        19.0464         7.2133
         4.4660       277.6200         0.0202        18.2814       -18.7757       -31.5927       -10.6957       -22.6989       -18.0434         6.8080       -11.3115
         4.4679       277.5000         0.0011        14.3067        -0.8440       -10.2902         1.0575       -17.6520        10.9606         0.1563        -2.1784
         4.4688       277.4500         0.0009        -1.1952        -7.5292        -9.5855        -6.1033       -35.7894         4.0472        11.1255        -6.8723
         4.4735       277.1500         0.0159         0.0164        33.7145       -18.2046         5.1754       -19.6308        18.9068        15.4496         4.9085
         4.4752       277.0500         0.0159       -12.2352         8.0403        47.5156        14.4402        27.8646        18.3540         0.8596        15.6928
         4.4778       276.8900         0.0182         7.6309        30.4871       -22.4390         5.2263       -10.0219        -4.1212        36.3315         7.3961
         4.4794       276.7900         0.0030         4.8667        29.5882         6.7081        13.7210        33.4128         6.5401         5.5168        15.1566
         4.4802       276.7400         0.0292        94.9464         2.9602        -4.7884        31.0394       -25.6771        47.7762        62.2586        28.1192
         4.4836       276.5300         0.0212         5.7456        -0.5826       -65.0562       -19.9644       -76.1733       -15.7548        26.9795       -21.6496
         4.4857       276.4000         0.0089       -18.1979       -45.7758       -13.3836       -25.7858       -16.4714       -15.5755       -44.3592       -25.4687
         4.4862       276.3700         0.0730       -58.2983       -29.0216       -10.6084       -32.6428       -31.8654       -31.7348       -31.0127       -31.5376
         4.4878       276.2700         0.0218        31.5805       -34.8294         2.5894        -0.2198         6.7650        16.7229       -27.8461        -1.4527
         4.4957       275.7800         0.0241        18.9978        -1.0883        69.1360        29.0152        78.9444        -5.4874        16.8327        30.0966
         4.4973       275.6900         0.0115        28.0798        -3.0915        57.8488        27.6124        61.7875        11.6460        12.2130        28.5488
         4.4996       275.5500         0.0469       -20.3540         3.5207        -9.2891        -8.7075       -28.3911        25.7675       -23.7725        -8.7987
         4.5024       275.3700         0.0083        -9.1300        -7.5876       -15.3593       -10.6923        -7.7017       -10.9841       -14.1856       -10.9571
         4.5037       275.3000         0.0070        21.4186        69.2315         0.7287        30.4596       100.7864         9.0573       -12.8691        32.3249
         4.5058       275.1700         0.0284        29.1884       -31.0616         1.8414        -0.0106       -31.7094        30.5042        -2.7847        -1.3300
         4.5087       274.9900         0.0085         0.1801        11.8949        57.0702        23.0484        57.2263        13.9399         2.6282        24.5982
         4.5100       274.9100         0.0324        46.9562        30.4567       -42.1165        11.7654       -36.6426       -19.6074        83.5480         9.0993
         4.5123       274.7700         0.0452        15.9581        -8.0377        45.0004        17.6403         0.9579        20.0728        34.9266        18.6524
         4.5154       274.5800         0.0017        -0.5338        -5.3091       -11.7870        -5.8767        -1.6199        -5.2114       -10.4361        -5.7558
         4.5186       274.3900         0.0034         8.8919       -23.7036       -70.5972       -28.4696       -64.5995       -21.9453         1.7085       -28.2788
         4.5206       274.2600         0.0034        -1.4117        17.4129       -11.8220         1.3931         9.6578       -21.6367        14.4531         0.8247
         4.5240       274.0600         0.0021         3.0210        37.5916        18.1588        19.5905        15.0640        16.3730        37.5793        23.0054
         4.5272       273.8600         0.0106       -53.2720        -0.3684         1.0136       -17.5423         5.7105       -21.1521       -32.6540       -16.0319
         4.5297       273.7100         0.0145       -80.4490        -5.0173         4.2885       -27.0592         7.7523       -25.8784       -56.1441       -24.7567
         4.5313       273.6100         0.0075        -2.3965         3.8614        46.3462        15.9370        85.7596       -28.4302        -2.2362        18.3644
         4.5333       273.4900         0.0300        27.9941        17.4636        54.5308        33.3295       102.6101        10.5229       -12.4992        33.5446
         4.5358       273.3400         0.0053         0.8544       -18.3588         8.0829        -3.1405        18.4671       -33.2738         2.7227        -4.0280
         4.5384       273.1900         0.0122        27.2581        -3.3620         1.6523         8.5161         5.0113        28.0439        -6.1772         8.9593
         4.5399       273.1000         0.0187       -45.7936       -17.0401        -1.5863       -21.4733       -15.6474       -20.5229       -25.1184       -20.4296
         4.5413       273.0100         0.0098         5.0030        -1.5314         1.2744         1.5820         3.2502         3.7382        -1.0970         1.9638
         4.5443       272.8400         0.0059        -7.1684        19.7343        -5.0919         2.4913        15.8555        -0.9422        -3.0671         3.9487
         4.5478       272.6200         0.0047        -0.0654       -42.4787         6.5800       -11.9880       -42.7961         7.8445        -1.4861       -12.1459
         4.5492       272.5400         0.0161       -20.2355        -6.9812       -28.6537       -18.6234       -27.4024       -25.7688        -1.2437       -18.1383
         4.5524       272.3500         0.0169        14.7962       -59.1507        13.9149       -10.1466       -26.9016        47.3465       -52.7572       -10.7708
         4.5551       272.1900         0.0237        -8.2017        24.4095       -11.0980         1.7033        40.2362       -64.0464        31.7205         2.6368
         4.5572       272.0600         0.0448        95.2503         0.3279       -61.3317        11.4155       -28.5937        -6.6907        57.1725         7.2960
         4.5595       271.9200         0.0248        73.1374        -2.7040       -34.9259        11.8358       -24.8967        -6.6557        58.6158         9.0211
         4.5614       271.8100         0.0081        25.1566        22.1355        -9.4617        12.6101         4.8254         4.5948        22.0316        10.4839
         4.5655       271.5700         0.0112        37.4980        20.7736       -12.9673        15.1015         1.1261        19.8741        19.7100        13.5701
         4.5657       271.5600         0.0198       -79.8856       -33.1399        62.4149       -16.8702       -18.8755         9.8446       -31.5353       -13.5221
         4.5695       271.3300         0.0146       -28.2916       -15.3187         7.5212       -12.0297        -9.1062       -18.8760        -4.8342       -10.9388
         4.5713       271.2200         0.0041        -0.1216        -0.4937       -25.6440        -8.7531       -37.6389        -7.6202        15.7418        -9.8391
         4.5726       271.1400         0.0423       -58.9552       -29.1354       126.5986        12.8360        58.6792        27.5818       -42.1918        14.6897
         4.5761       270.9400         0.0022         4.2007        10.8160         5.0370         6.6846         2.4132        -3.0804        21.8002         7.0443
         4.5783       270.8100         0.0026        18.6009       -24.6153         2.3885        -1.2086       -20.7884        11.2279         9.2007        -0.1199
         4.5800       270.7100         0.0096        34.7729       -38.8690        25.3226         7.0755        -5.3618        21.7039         0.3258         5.5560
