             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         3.7406       331.4600         0.0076        35.2313       -14.0988        -3.4641         5.8895       -74.1972        25.0687        62.7897         4.5537
         3.7458       330.9900         0.0157       -34.3771        51.4222         4.1311         7.0587        58.9907       -12.3884       -12.0622        11.5134
         3.7470       330.8900         0.0253      -116.1805        25.9866        -5.8683       -32.0207        -4.8454       -21.3345       -58.9616       -28.3805
         3.7527       330.3900         0.0303       -11.5280       187.7298       -49.2860        42.3053        81.2261       -13.7140        72.3712        46.6278
         3.7583       329.9000         0.0093        29.5215         2.8359        43.1634        25.1736        20.4621        49.4080         0.1786        23.3496
         3.7585       329.8800         0.0139        14.4446       -69.8925        17.9606       -12.4958       -31.0066        -4.6638         1.9945       -11.2253
         3.7650       329.3100         0.0257        10.3413       -50.0749        24.9126        -4.9403       -82.2423        17.6090        46.8437        -5.9299
         3.7698       328.8900         0.0165       -29.3423        20.3792         9.9375         0.3248       -23.0275        50.9713       -16.5136         3.8101
         3.7773       328.2400         0.0048        -4.0645        17.3218       -35.3008        -7.3478       -53.3446        -3.5859        32.5328        -8.1326
         3.7810       327.9200         0.0167         0.7809      -120.4880        68.8440       -16.9544       -22.9083        63.2797       -95.7494       -18.4594
         3.7854       327.5400         0.0377       -36.6613       -12.6587        -6.7377       -18.6859       -66.7961       -15.4884        27.0111       -18.4245
         3.7911       327.0400         0.0155        39.8665        74.1574        60.8310        58.2850       113.4635        41.5671        27.4777        60.8361
         3.7939       326.8000         0.0520      -195.1541        31.6115       -33.6358       -65.7262       -73.6634      -111.8190         6.1028       -59.7932
         3.7980       326.4400         0.0279       -14.3280       -12.8520       -77.2489       -34.8096        -1.1803       -93.7882       -15.6560       -36.8748
         3.8021       326.1000         0.0068       -51.4961       -67.8225        30.3615       -29.6524       -14.5460       -22.8739       -55.4350       -30.9517
         3.8075       325.6300         0.0037         2.1681        14.2177       -10.2940         2.0306        -4.8824         5.6954        13.2576         4.6902
         3.8114       325.2900         0.0356        -0.1385         6.9801       -45.8709       -13.0097       -31.6805       -28.7028        19.9656       -13.4726
         3.8187       324.6800         0.0315         2.8189       141.1683       -28.7942        38.3977       -18.0866         6.7511       129.8906        39.5184
         3.8252       324.1200         0.0082       -22.0220        89.2045        -0.5875        22.1984        94.1135       -11.1037        -6.1096        25.6334
         3.8271       323.9600         0.0126        -2.1274        -5.8200      -114.5213       -40.8229      -149.9404        22.8278        -3.1998       -43.4375
         3.8311       323.6300         0.0156        15.5660        17.7002        31.8794        21.7152       151.9993       -95.4732        14.1644        23.5635
         3.8334       323.4300         0.0115       -37.6508       -54.8779       -12.2280       -34.9189       -55.0034       -17.9296       -36.7269       -36.5533
         3.8362       323.2000         0.0211        -9.0117        -1.7465       -44.3588       -18.3723         8.0416       -63.1456        -4.4413       -19.8485
         3.8434       322.5900         0.0229        40.6533       -29.3303        76.1729        29.1653        59.9004         4.5571        26.0735        30.1770
         3.8514       321.9200         0.0160         0.5287       -49.5045      -127.1082       -58.6947      -186.8230        37.6324       -44.3281       -64.5063
         3.8531       321.7800         0.0146        15.2237         9.4570         6.4017        10.3608        -8.4751         0.0507        41.9595        11.1784
         3.8581       321.3600         0.0476      -109.7489        21.6379        25.7244       -20.7955       138.5361      -148.3852       -43.5775       -17.8089
         3.8625       321.0000         0.0259       -11.7306        -8.6688      -126.8548       -49.0848      -114.1482       -41.0775        -5.4627       -53.5628
         3.8658       320.7200         0.0142        -3.0829        -2.6068       -60.9017       -22.1971        -3.0598        -8.3101       -63.4063       -24.9254
         3.8702       320.3500         0.0126       -90.5467       -22.6886       -16.3836       -43.2063        -6.6370       -53.1762       -58.5411       -39.4514
         3.8708       320.3100         0.0215       -30.8968         7.2119        11.7190        -3.9886       -10.6945         6.6998        -7.4767        -3.8238
         3.8763       319.8600         0.0008        -2.6801        13.7884        -0.2573         3.6170        24.3649         0.0849        -7.2554         5.7315
         3.8822       319.3700         0.0241       -17.6108       126.8263      -144.2903       -11.6916       -61.7630       -12.3182        52.7791        -7.1007
         3.8841       319.2100         0.0198        10.7483       143.9970       127.7475        94.1643       200.8236        21.1797        79.2018       100.4017
         3.8897       318.7500         0.0066        11.1816         5.9499        55.4041        24.1785        42.5025        22.9035        11.0815        25.4958
         3.8934       318.4500         0.0135        45.6828        -8.9669         2.3543        13.0234       -24.5305        22.3702        39.7155        12.5184
         3.8975       318.1100         0.0372       -76.3110      -119.7109      -179.4581      -125.1600      -186.6279      -137.3742       -70.4580      -131.4867
         3.9004       317.8700         0.0105        10.3249         0.2046        50.6587        20.3960        44.3659         0.4901        22.1486        22.3349
         3.9039       317.5900         0.0298       -27.5736       -21.9677       -69.8508       -39.7974       -37.0522       -92.8970         7.7029       -40.7488
         3.9071       317.3300         0.0043       -10.7293        -6.6207         3.1797        -4.7234       -24.0146        10.0270         0.7674        -4.4067
         3.9148       316.7000         0.0161       -23.3612         2.8897        98.6717        26.0667       114.4878         1.0856       -27.7929        29.2602
         3.9183       316.4200         0.0324       -49.2842       -50.3027       -87.5638       -62.3835       -88.5733       -36.9651       -64.6431       -63.3939
         3.9226       316.0800         0.0093        55.4037        21.3317       -98.8048        -7.3565       -56.3430        10.1604        34.0454        -4.0457
         3.9277       315.6600         0.0143        -4.8847       -52.9061        -1.9185       -19.9031       -35.8940        -1.6497       -22.8829       -20.1422
         3.9306       315.4300         0.0078       -12.2428        52.8737       -52.1647        -3.8446        27.4494        -7.1341       -35.3708        -5.0185
         3.9330       315.2400         0.0209        -0.1107       -40.8595      -116.8378       -52.6027      -141.3584       -37.9086         9.4340       -56.6110
         3.9368       314.9400         0.0377       -33.3803       167.8469        17.5401        50.6689       174.2875        -8.4902        -3.2953        54.1673
         3.9403       314.6600         0.0052         4.9471        28.9258         8.0290        13.9673        76.6241       -19.3119        -9.9639        15.7828
         3.9468       314.1400         0.0146       -26.4843        -3.0216       -25.8978       -18.4679        -3.4929       -15.0860       -36.7697       -18.4495
         3.9502       313.8700         0.0104       -75.0027       -36.8385        91.0807        -6.9201        83.5836       -24.7968       -73.2846        -4.8326
         3.9509       313.8100         0.0222         3.5909       -67.6491         0.1386       -21.3065       -48.9190        -1.9189       -18.5422       -23.1267
         3.9526       313.6800         0.0188        21.5577        -3.6480        -1.0818         5.6093         2.8546         0.6146        20.1138         7.8610
         3.9545       313.5200         0.0043        -0.6909        68.1787        -9.4687        19.3397        43.8975        -7.3450        21.0659        19.2061
         3.9586       313.2000         0.0157        22.1745        37.8507      -145.8664       -28.6137      -147.5366        51.6746         1.0567       -31.6018
         3.9674       312.5100         0.0349       -32.7520       -31.5924         8.9195       -18.4750        -1.6669       -23.7315       -35.6244       -20.3409
         3.9701       312.3000         0.0076        -0.0516        -8.2112        55.3692        15.7022        31.9914         1.4965        23.9247        19.1376
         3.9728       312.0800         0.0133         0.8610        -0.1613        39.8491        13.5163        81.8205       -42.4375         2.5716        13.9849
         3.9766       311.7800         0.0050         1.6248        22.9878       -48.9360        -8.1078       -67.3920        31.9783         9.7543        -8.5531
         3.9831       311.2700         0.0014       -16.7859         7.8491         0.2604        -2.8921         5.4268        -2.3650       -15.0102        -3.9828
         3.9859       311.0600         0.0170        47.3782       -27.6164       -47.6662        -9.3014      -100.8494        22.6700        37.1483       -13.6771
         3.9887       310.8400         0.0193        -7.4069        83.5998      -175.7545       -33.1872      -179.4719        12.1148        47.0521       -40.1017
         3.9931       310.4900         0.0204        12.7828       -26.6636        15.6773         0.5989        30.5846       -33.3018         3.1242         0.1357
         3.9945       310.3800         0.0067        33.0919        -7.9907      -111.5619       -28.8202      -157.8518        38.1545        19.5710       -33.3755
         3.9957       310.3000         0.0170        30.4636         3.7711       -47.5604        -4.4419       -22.4115        -3.5310         6.9635        -6.3263
         4.0026       309.7600         0.0379       -25.4832        53.1467        12.0764        13.2466        94.1942         7.0667       -56.5624        14.8995
         4.0071       309.4100         0.0102        -9.1926        36.1947       -36.7260        -3.2413         2.5294       -17.1141        11.9740        -0.8703
         4.0111       309.1000         0.0041       -13.1638        17.0791        60.1822        21.3658        65.3116        11.9702        -6.8317        23.4834
         4.0142       308.8700         0.0045         9.0356         0.6044       -35.1752        -8.5117       -29.1297        -9.5810         7.2764       -10.4781
         4.0159       308.7300         0.0645       -44.6594      -106.2025         0.0581       -50.2679      -139.3486       -27.0548         5.1988       -53.7349
         4.0195       308.4600         0.0414        -2.0970        34.5738       180.5489        71.0086       271.3039       -28.3602        -8.1360        78.2693
         4.0243       308.0900         0.0186        58.5890        -1.3065       -15.5410        13.9138       -15.4350        21.8942        34.8538        13.7710
         4.0255       308.0000         0.0074       -35.1787         9.0800        -7.2399       -11.1129        10.6384       -12.9978       -25.3590        -9.2395
         4.0298       307.6700         0.0038       -37.6760        30.1954        -9.4839        -5.6548        51.1396        -6.8307       -53.8730        -3.1881
         4.0307       307.6000         0.0044        16.6624        29.7903        49.6102        32.0210        91.7621        -1.6798        14.6579        34.9134
         4.0335       307.3800         0.0182       -25.7003        35.0862        25.8342        11.7400        76.0936       -14.4428       -16.3627        15.0960
         4.0347       307.2900         0.0177        -4.3875        32.9668      -248.2490       -73.2232      -130.4005       -11.8566       -90.2742       -77.5104
         4.0410       306.8200         0.0140        19.0017        11.9196        74.5033        35.1415       136.3699        -6.8344       -23.2055        35.4433
         4.0441       306.5800         0.0196         8.5639       124.7185        79.9611        71.0811       203.9904         4.5614        18.3715        75.6411
         4.0480       306.2900         0.0366         0.3111       -22.9467       -54.1651       -25.6002      -102.1060        26.9431        -7.1364       -27.4331
         4.0543       305.8100         0.0280        22.6756       -38.3853         0.0873        -5.2075       -36.3295        14.5409         6.3468        -5.1473
         4.0576       305.5600         0.0130       -12.0333        43.0381       -22.4918         2.8376       -23.7217        31.2303         2.8540         3.4542
         4.0587       305.4800         0.0318        10.6360      -109.0221        -1.6205       -33.3355      -182.9327         9.1280        60.3001       -37.8349
         4.0652       304.9900         0.0072        -1.8535        10.8926        -2.0206         2.3395        -5.4282         2.6310        11.4204         2.8744
         4.0683       304.7500         0.0041        -0.2332        95.2614        -0.9775        31.3502       126.6091         0.2814       -19.7137        35.7256
         4.0704       304.6000         0.0076         3.5087       -25.1972       -12.0590       -11.2492        -7.3784        -4.5589       -24.1081       -12.0151
         4.0723       304.4500         0.0191       -15.2457       -22.1270       -78.3759       -38.5829       -96.7839        -2.9633       -16.6821       -38.8098
         4.0754       304.2200         0.0063        16.0190         3.5796        78.5336        32.7107       117.4631       -10.4255         3.8501        36.9626
         4.0790       303.9600         0.0035        -1.1701        -5.6063       -32.2576       -13.0113       -39.3046        -3.4085        -0.5590       -14.4240
         4.0825       303.6900         0.0172        -3.5472       -66.2394        55.2432        -4.8478       -15.6845         0.2489        -1.4876        -5.6411
         4.0869       303.3700         0.0004         0.0002        -0.0128       -21.6016        -7.2047       -31.0870        10.5355        -1.4706        -7.3407
         4.0883       303.2600         0.0016        27.6652        28.8448        -6.6504        16.6199        24.0343        16.5696        12.2659        17.6233
         4.0897       303.1600         0.0065       -30.5979       -49.1684        -8.7677       -29.5113       -65.4596        17.6537       -44.3865       -30.7308
         4.0938       302.8600         0.0107       -16.2602       -17.9771        29.1913        -1.6820       -32.0477        21.8618         7.0320        -1.0513
         4.0961       302.6900         0.0053        -4.2646         5.6533        34.3477        11.9121        16.4670        25.8370        -4.5309        12.5910
         4.0984       302.5200         0.0232       -12.5345      -207.5004         2.5537       -72.4937      -251.8829       -13.4403        42.5798       -74.2478
         4.1028       302.2000         0.0093         8.5073       -71.3913         3.1045       -19.9265       -81.0935         4.7741         9.1060       -22.4044
         4.1046       302.0600         0.0230         9.1394       -34.6999       145.7822        40.0739       165.7014       -30.9153        -0.8863        44.6333
         4.1097       301.6900         0.0013         9.2754         1.7920         7.6569         6.2414        12.0002         0.2272         5.1714         5.7996
         4.1133       301.4200         0.0017         5.7115        -8.9347       -12.5067        -5.2433         8.1933       -18.3467        -7.3338        -5.8291
         4.1158       301.2400         0.0036       -24.9986       -54.9338       -35.2516       -38.3947       -72.1743       -15.3908       -20.9414       -36.1688
         4.1206       300.8900         0.0049        39.6377        13.3419         7.8735        20.2844        29.5078        19.4908         9.2611        19.4199
         4.1209       300.8600         0.0273         0.4573       -11.8129        17.9208         2.1884       -36.1531        -1.4959        44.9496         2.4335
         4.1243       300.6200         0.0179       -72.0139         3.5832        -3.9550       -24.1286        -3.7626       -30.7941       -27.5058       -20.6875
         4.1267       300.4400         0.0220       -27.5708       -31.0629        82.2121         7.8595        74.3812       -25.1085       -18.3447        10.3094
         4.1287       300.2900         0.0721       -55.1472        32.3869        15.8609        -2.2998        27.8150       -27.8699         0.3778         0.1076
         4.1330       299.9800         0.0183        22.5599        81.5586         3.0287        35.7157        94.3911        19.0914        -2.5938        36.9629
         4.1356       299.8000         0.0273        52.3214       -88.9406        43.5472         2.3094         2.5843       -33.5458        26.4999        -1.4872
         4.1386       299.5800         0.0160       -12.4271         0.6613       -28.3796       -13.3818       -86.6686        45.4950        -1.9761       -14.3832
         4.1427       299.2800         0.0085        -4.9244        37.8431        51.1531        28.0239        51.7325        22.2441        17.6267        30.5345
         4.1432       299.2500         0.0291       -85.0651       -29.1700       -34.5353       -49.5901         0.3064       -13.8109      -129.3968       -47.6338
         4.1474       298.9500         0.0231       -10.4355       101.9457       -18.4925        24.3392       101.3991       -10.3075        -8.7594        27.4441
         4.1485       298.8700         0.0099        10.1350        12.9496        34.5883        19.2243        18.8103         4.4168        36.2179        19.8150
         4.1512       298.6700         0.0019         0.0059       -10.8668         4.2514        -2.2032       -24.6267         1.7039        14.3199        -2.8676
         4.1551       298.3900         0.0125         1.3334      -165.0140        48.3638       -38.4389       -37.5243        20.9198      -111.8494       -42.8180
         4.1578       298.2000         0.0301        33.6630        66.5365        79.4219        59.8738       135.9166        19.0997        35.2296        63.4153
         4.1607       297.9900         0.0143       -73.6897        62.9672         8.4579        -0.7548        52.9664       -28.4408       -24.1639         0.1206
         4.1628       297.8400         0.0065       -14.6690        14.0148        28.7340         9.3600        31.6912        16.2264       -13.1999        11.5725
         4.1651       297.6800         0.0048        24.7676        -2.4588        23.8739        15.3942         2.8339        31.3486        10.4350        14.8725
         4.1666       297.5600         0.0143       -43.1600        51.5628        42.7565        17.0531        12.4481        26.0329        27.6201        22.0337
         4.1714       297.2200         0.0171         2.0402        11.4521        -5.6940         2.5994        -2.3601        -2.7064        16.1179         3.6838
         4.1736       297.0700         0.0110        -8.6537        88.9348      -164.5661       -28.0950       -18.7429       -73.5329         1.8257       -30.1500
         4.1779       296.7600         0.0085        14.1768       -91.5540       -10.4392       -29.2721      -133.7622        11.7559        26.6599       -31.7821
         4.1792       296.6700         0.0090         9.8907         5.7199        -7.4398         2.7236         0.4586        -1.2763         9.4810         2.8878
         4.1811       296.5300         0.0183       -64.6408      -106.9641         4.6707       -55.6447       -88.8714       -10.9706       -72.1499       -57.3306
         4.1832       296.3800         0.0074        48.4689        15.0092        15.4995        26.3258        34.1055        23.3594        21.0431        26.1693
         4.1841       296.3200         0.0030        -7.0660       -71.8687        -7.1594       -28.6980       -71.8170        -5.8505       -10.9906       -29.5527
         4.1874       296.0900         0.0087        -0.4407       -32.3815        61.6862         9.6213         6.1210        53.6341       -23.3311        12.1413
         4.1897       295.9200         0.0046         0.9289        12.6914        11.2154         8.2786        15.5832        15.7814        -4.3036         9.0203
         4.1949       295.5600         0.0290       125.7736         9.1559      -175.5665       -13.5457       -56.9602       -52.4491        52.0984       -19.1036
         4.1984       295.3100         0.0308        -1.9978        -2.5031        21.2838         5.5943        -6.8794        31.0549        -6.2243         5.9837
         4.2001       295.1900         0.0353        75.9608       -18.5034       -17.4172        13.3467      -107.3010        64.9103        76.5644        11.3912
         4.2020       295.0600         0.0239        63.3149         0.6560       -30.6509        11.1067      -130.1806         4.0372       150.9493         8.2687
         4.2037       294.9400         0.0041        11.7968        -3.2848        23.5924        10.7014        28.7488         1.0261         5.8538        11.8762
         4.2045       294.8800         0.0216         8.7748      -112.6332       -15.4156       -39.7580       -42.0600       -47.0998       -41.4021       -43.5207
         4.2077       294.6600         0.0188       -37.2693       -25.0037         2.3077       -19.9884       -17.7697       -25.3361       -11.9373       -18.3477
         4.2107       294.4500         0.0150        51.6926       -43.0804        74.3228        27.6450        70.0354         8.2720         5.4110        27.9061
         4.2134       294.2600         0.0159        -3.1408       255.3917        75.0873       109.1127       243.7214        66.3062        59.6124       123.2133
         4.2164       294.0500         0.0042        25.2753        14.2752       -40.9441        -0.4645       -13.2905         0.1147         8.2490        -1.6423
         4.2181       293.9300         0.0029        34.9164        19.3375        19.0169        24.4236        32.8556        24.0971        13.9877        23.6468
         4.2197       293.8200         0.0356        -7.9953       115.1378        56.1280        54.4235        41.1329        39.7234        95.5958        58.8174
         4.2228       293.6100         0.0013         8.4840        -7.5068        -2.4070        -0.4766       -16.5667         0.9689        12.8097        -0.9293
         4.2251       293.4500         0.0129        41.6288         0.7806       125.4189        55.9427       101.8125        70.7805         4.2485        58.9472
         4.2277       293.2700         0.0040        -1.3491         0.3928       -23.6707        -8.2090        -9.6773       -16.9025        -0.3397        -8.9732
         4.2284       293.2200         0.0095        13.0760       -55.8939         9.2636       -11.1847       -34.7148         7.5608       -12.5961       -13.2500
         4.2320       292.9700         0.0395       -80.6289         4.9104        38.5499       -12.3895         6.5908        15.5898       -49.4889        -9.1028
         4.2347       292.7800         0.0142       -16.7791       -50.5883        -6.1640       -24.5105       -13.2940       -17.5779       -39.6328       -23.5016
         4.2374       292.6000         0.0180        -5.6533       -19.9051       -61.1233       -28.8939       -56.7979       -32.8121        -1.7320       -30.4473
         4.2426       292.2300         0.0034         2.0504        -6.7344        -4.0565        -2.9135        -5.4367         5.5698       -10.2308        -3.3659
         4.2448       292.0900         0.0208       -34.3599       -14.1861        55.9539         2.4693        66.3049       -35.3694       -22.5157         2.8066
         4.2477       291.8900         0.0186        -8.5503        34.4814       -35.8871        -3.3186        29.8707       -55.9073        14.9319        -3.7016
         4.2482       291.8500         0.0326        74.3036        65.2280         8.5117        49.3478        42.0680        59.8471        47.4918        49.8023
         4.2495       291.7600         0.0096        19.9406       -26.7381        25.8875         6.3633       -41.1732        44.8765        11.4355         5.0462
         4.2537       291.4700         0.0167        27.2899        65.3223         4.4203        32.3442        73.1448         7.9941        23.0832        34.7407
         4.2548       291.4000         0.0060         7.4932         2.0416        -3.1555         2.1264         3.9406        -2.3441         3.7610         1.7858
         4.2575       291.2100         0.0151         0.9628         5.6028        60.5093        22.3583        22.4601        41.8714         3.9686        22.7667
         4.2602       291.0300         0.0459        21.1314        28.0046       135.9850        61.7070       102.8001        67.0827        28.3283        66.0704
         4.2629       290.8500         0.0197        67.5201         5.9253        25.8083        33.0845        -8.4971        69.3393        38.3610        33.0677
         4.2638       290.7800         0.0024       -24.4013        -4.6251        -2.5563       -10.5276         0.9988       -12.5972       -21.1768       -10.9251
         4.2659       290.6400         0.0346       -24.5416       190.4969        19.7677        61.9077       121.1762        -2.8387        79.3142        65.8839
         4.2698       290.3700         0.0133        11.5316       -15.0435        21.5133         6.0005        30.3936       -11.1493         1.5164         6.9203
         4.2706       290.3200         0.0315       -20.7200       -78.1839        -9.2317       -36.0452        14.3355        -7.9571      -114.7579       -36.1265
         4.2737       290.1100         0.0259        27.7866        21.1600       -20.3246         9.5407        19.5929       -18.6176        22.9110         7.9621
         4.2783       289.8000         0.0034         4.6000        14.1277         1.8822         6.8700        19.1834         1.0253         2.0147         7.4078
